uniprot.id	hla	ligand.len	count
Q9UGN4	HLA-A1101	9	5
Q9UGN4	HLA-B0702	9	9
Q9UGN4	HLA-B2705	9	6
Q9UGN4	HLA-C0202	9	20
Q9UGN4	HLA-C1507	9	13
Q9UGN5	HLA-A0201	9	15
Q9UGN5	HLA-A1101	9	8
Q9UGN5	HLA-B0702	9	11
Q9UGN5	HLA-B2705	9	10
Q9UGN5	HLA-C0202	9	27
Q9UGN5	HLA-C1507	9	17
Q9UGP4	HLA-A0201	9	13
Q9UGP4	HLA-A1101	9	10
Q9UGP4	HLA-B0702	9	26
Q9UGP4	HLA-B2705	9	5
Q9UGP4	HLA-C0202	9	22
Q9UGP4	HLA-C1507	9	15
Q9UGP5	HLA-A0201	9	17
Q9UGP5	HLA-A1101	9	18
Q9UGP5	HLA-B0702	9	20
Q9UGP5	HLA-B2705	9	15
Q9UGP5	HLA-C0202	9	44
Q9UGP5	HLA-C1507	9	22
Q9UGP8	HLA-A0201	9	28
Q9UGP8	HLA-A1101	9	22
Q9UGP8	HLA-B0702	9	10
Q9UGP8	HLA-B2705	9	17
Q9UGP8	HLA-C0202	9	35
Q9UGP8	HLA-C1507	9	23
Q9UGQ2	HLA-A0201	9	9
Q9UGQ2	HLA-A1101	9	2
Q9UGQ2	HLA-B0702	9	4
Q9UGQ2	HLA-B2705	9	5
Q9UGQ2	HLA-C0202	9	10
Q9UGQ2	HLA-C1507	9	9
Q9UGQ3	HLA-A0201	9	38
Q9UGQ3	HLA-A1101	9	14
Q9UGQ3	HLA-B0702	9	21
Q9UGQ3	HLA-B2705	9	13
Q9UGQ3	HLA-C0202	9	55
Q9UGQ3	HLA-C1507	9	33
Q9UGR2	HLA-A0201	9	22
Q9UGR2	HLA-A1101	9	24
Q9UGR2	HLA-B0702	9	27
Q9UGR2	HLA-B2705	9	19
Q9UGR2	HLA-C0202	9	46
Q9UGR2	HLA-C1507	9	21
Q9UGT4	HLA-A0201	9	30
Q9UGT4	HLA-A1101	9	15
Q9UGT4	HLA-B0702	9	18
Q9UGT4	HLA-B2705	9	11
Q9UGT4	HLA-C0202	9	54
Q9UGT4	HLA-C1507	9	39
Q9UGU0	HLA-A0201	9	30
Q9UGU0	HLA-A1101	9	50
Q9UGU0	HLA-B0702	9	40
Q9UGU0	HLA-B2705	9	17
Q9UGU0	HLA-C0202	9	80
Q9UGU0	HLA-C1507	9	39
Q9UGU5	HLA-A0201	9	25
Q9UGU5	HLA-A1101	9	13
Q9UGU5	HLA-B0702	9	12
Q9UGU5	HLA-B2705	9	4
Q9UGU5	HLA-C0202	9	27
Q9UGU5	HLA-C1507	9	22
Q9UGV2	HLA-A0201	9	16
Q9UGV2	HLA-A1101	9	5
Q9UGV2	HLA-B0702	9	7
Q9UGV2	HLA-B2705	9	7
Q9UGV2	HLA-C0202	9	20
Q9UGV2	HLA-C1507	9	12
Q9UGY1	HLA-A0201	9	4
Q9UGY1	HLA-A1101	9	6
Q9UGY1	HLA-B0702	9	5
Q9UGY1	HLA-B2705	9	4
Q9UGY1	HLA-C0202	9	8
Q9UGY1	HLA-C1507	9	5
Q9UH03	HLA-A0201	9	11
Q9UH03	HLA-A1101	9	8
Q9UH03	HLA-B0702	9	8
Q9UH03	HLA-B2705	9	5
Q9UH03	HLA-C0202	9	22
Q9UH03	HLA-C1507	9	15
Q9UH17	HLA-A0201	9	21
Q9UH17	HLA-A1101	9	13
Q9UH17	HLA-B0702	9	4
Q9UH17	HLA-B2705	9	11
Q9UH17	HLA-C0202	9	27
Q9UH17	HLA-C1507	9	13
Q9UH36	HLA-A0201	9	13
Q9UH36	HLA-A1101	9	10
Q9UH36	HLA-B0702	9	11
Q9UH36	HLA-B2705	9	6
Q9UH36	HLA-C0202	9	26
Q9UH36	HLA-C1507	9	13
Q9UH62	HLA-A0201	9	16
Q9UH62	HLA-A1101	9	11
Q9UH62	HLA-B0702	9	6
Q9UH62	HLA-B2705	9	7
Q9UH62	HLA-C0202	9	17
Q9UH62	HLA-C1507	9	11
Q9UH64	HLA-A0201	9	6
Q9UH64	HLA-B0702	9	2
Q9UH64	HLA-B2705	9	3
Q9UH64	HLA-C0202	9	3
Q9UH64	HLA-C1507	9	3
Q9UH65	HLA-A0201	9	19
Q9UH65	HLA-A1101	9	15
Q9UH65	HLA-B0702	9	6
Q9UH65	HLA-B2705	9	10
Q9UH65	HLA-C0202	9	24
Q9UH65	HLA-C1507	9	17
Q9UH73	HLA-A0201	9	12
Q9UH73	HLA-A1101	9	16
Q9UH73	HLA-B0702	9	23
Q9UH73	HLA-B2705	9	9
Q9UH73	HLA-C0202	9	38
Q9UH73	HLA-C1507	9	21
Q9UH77	HLA-A0201	9	26
Q9UH77	HLA-A1101	9	17
Q9UH77	HLA-B0702	9	14
Q9UH77	HLA-B2705	9	10
Q9UH77	HLA-C0202	9	35
Q9UH77	HLA-C1507	9	23
Q9UH90	HLA-A0201	9	17
Q9UH90	HLA-A1101	9	19
Q9UH90	HLA-B0702	9	8
Q9UH90	HLA-B2705	9	13
Q9UH90	HLA-C0202	9	32
Q9UH90	HLA-C1507	9	21
Q9UH92	HLA-A0201	9	8
Q9UH92	HLA-A1101	9	11
Q9UH92	HLA-B0702	9	9
Q9UH92	HLA-B2705	9	11
Q9UH92	HLA-C0202	9	17
Q9UH92	HLA-C1507	9	15
Q9UH99	HLA-A0201	9	24
Q9UH99	HLA-A1101	9	17
Q9UH99	HLA-B0702	9	16
Q9UH99	HLA-B2705	9	18
Q9UH99	HLA-C0202	9	46
Q9UH99	HLA-C1507	9	27
Q9UHA2	HLA-A0201	9	2
Q9UHA2	HLA-A1101	9	6
Q9UHA2	HLA-B0702	9	1
Q9UHA2	HLA-B2705	9	3
Q9UHA2	HLA-C0202	9	4
Q9UHA2	HLA-C1507	9	2
Q9UHA3	HLA-A0201	9	3
Q9UHA3	HLA-A1101	9	6
Q9UHA3	HLA-B0702	9	3
Q9UHA3	HLA-B2705	9	7
Q9UHA3	HLA-C0202	9	7
Q9UHA3	HLA-C1507	9	3
Q9UHA4	HLA-A0201	9	8
Q9UHA4	HLA-A1101	9	1
Q9UHA4	HLA-B0702	9	1
Q9UHA4	HLA-B2705	9	5
Q9UHA4	HLA-C0202	9	11
Q9UHA4	HLA-C1507	9	8
Q9UHA7	HLA-A0201	9	7
Q9UHA7	HLA-A1101	9	2
Q9UHA7	HLA-B0702	9	5
Q9UHA7	HLA-B2705	9	6
Q9UHA7	HLA-C0202	9	13
Q9UHA7	HLA-C1507	9	11
Q9UHB4	HLA-A0201	9	24
Q9UHB4	HLA-A1101	9	11
Q9UHB4	HLA-B0702	9	18
Q9UHB4	HLA-B2705	9	16
Q9UHB4	HLA-C0202	9	44
Q9UHB4	HLA-C1507	9	24
Q9UHB6	HLA-A0201	9	6
Q9UHB6	HLA-A1101	9	24
Q9UHB6	HLA-B0702	9	15
Q9UHB6	HLA-B2705	9	9
Q9UHB6	HLA-C0202	9	31
Q9UHB6	HLA-C1507	9	22
Q9UHB7	HLA-A0201	9	18
Q9UHB7	HLA-A1101	9	24
Q9UHB7	HLA-B0702	9	24
Q9UHB7	HLA-B2705	9	14
Q9UHB7	HLA-C0202	9	51
Q9UHB7	HLA-C1507	9	29
Q9UHB9	HLA-A0201	9	19
Q9UHB9	HLA-A1101	9	19
Q9UHB9	HLA-B0702	9	14
Q9UHB9	HLA-B2705	9	16
Q9UHB9	HLA-C0202	9	25
Q9UHB9	HLA-C1507	9	22
Q9UHC1	HLA-A0201	9	47
Q9UHC1	HLA-A1101	9	44
Q9UHC1	HLA-B0702	9	24
Q9UHC1	HLA-B2705	9	29
Q9UHC1	HLA-C0202	9	76
Q9UHC1	HLA-C1507	9	47
Q9UHC3	HLA-A0201	9	23
Q9UHC3	HLA-A1101	9	9
Q9UHC3	HLA-B0702	9	21
Q9UHC3	HLA-B2705	9	14
Q9UHC3	HLA-C0202	9	32
Q9UHC3	HLA-C1507	9	18
Q9UHC6	HLA-A0201	9	28
Q9UHC6	HLA-A1101	9	27
Q9UHC6	HLA-B0702	9	15
Q9UHC6	HLA-B2705	9	26
Q9UHC6	HLA-C0202	9	59
Q9UHC6	HLA-C1507	9	33
Q9UHC7	HLA-A0201	9	5
Q9UHC7	HLA-A1101	9	7
Q9UHC7	HLA-B0702	9	8
Q9UHC7	HLA-B2705	9	5
Q9UHC7	HLA-C0202	9	21
Q9UHC7	HLA-C1507	9	13
Q9UHC9	HLA-A0201	9	92
Q9UHC9	HLA-A1101	9	23
Q9UHC9	HLA-B0702	9	30
Q9UHC9	HLA-B2705	9	26
Q9UHC9	HLA-C0202	9	131
Q9UHC9	HLA-C1507	9	80
Q9UHD0	HLA-A0201	9	8
Q9UHD0	HLA-A1101	9	9
Q9UHD0	HLA-B2705	9	2
Q9UHD0	HLA-C0202	9	16
Q9UHD0	HLA-C1507	9	7
Q9UHD1	HLA-A0201	9	7
Q9UHD1	HLA-A1101	9	9
Q9UHD1	HLA-B0702	9	6
Q9UHD1	HLA-B2705	9	7
Q9UHD1	HLA-C0202	9	18
Q9UHD1	HLA-C1507	9	12
Q9UHD2	HLA-A0201	9	40
Q9UHD2	HLA-A1101	9	28
Q9UHD2	HLA-B0702	9	12
Q9UHD2	HLA-B2705	9	15
Q9UHD2	HLA-C0202	9	52
Q9UHD2	HLA-C1507	9	38
Q9UHD4	HLA-A0201	9	7
Q9UHD4	HLA-A1101	9	5
Q9UHD4	HLA-B0702	9	6
Q9UHD4	HLA-B2705	9	4
Q9UHD4	HLA-C0202	9	19
Q9UHD4	HLA-C1507	9	13
Q9UHD8	HLA-A0201	9	14
Q9UHD8	HLA-A1101	9	15
Q9UHD8	HLA-B0702	9	21
Q9UHD8	HLA-B2705	9	13
Q9UHD8	HLA-C0202	9	31
Q9UHD8	HLA-C1507	9	21
Q9UHD9	HLA-A0201	9	18
Q9UHD9	HLA-A1101	9	9
Q9UHD9	HLA-B0702	9	26
Q9UHD9	HLA-B2705	9	11
Q9UHD9	HLA-C0202	9	34
Q9UHD9	HLA-C1507	9	31
Q9UHE5	HLA-A0201	9	13
Q9UHE5	HLA-A1101	9	5
Q9UHE5	HLA-B0702	9	7
Q9UHE5	HLA-B2705	9	7
Q9UHE5	HLA-C0202	9	24
Q9UHE5	HLA-C1507	9	16
Q9UHE8	HLA-A0201	9	28
Q9UHE8	HLA-A1101	9	14
Q9UHE8	HLA-B0702	9	8
Q9UHE8	HLA-B2705	9	6
Q9UHE8	HLA-C0202	9	24
Q9UHE8	HLA-C1507	9	18
Q9UHF0	HLA-A0201	9	8
Q9UHF0	HLA-A1101	9	4
Q9UHF0	HLA-B0702	9	2
Q9UHF0	HLA-B2705	9	3
Q9UHF0	HLA-C0202	9	6
Q9UHF0	HLA-C1507	9	6
Q9UHF1	HLA-A0201	9	13
Q9UHF1	HLA-A1101	9	3
Q9UHF1	HLA-B0702	9	7
Q9UHF1	HLA-B2705	9	4
Q9UHF1	HLA-C0202	9	11
Q9UHF1	HLA-C1507	9	11
Q9UHF3	HLA-A0201	9	19
Q9UHF3	HLA-A1101	9	4
Q9UHF3	HLA-B0702	9	7
Q9UHF3	HLA-B2705	9	6
Q9UHF3	HLA-C0202	9	22
Q9UHF3	HLA-C1507	9	15
Q9UHF4	HLA-A0201	9	18
Q9UHF4	HLA-A1101	9	9
Q9UHF4	HLA-B0702	9	16
Q9UHF4	HLA-B2705	9	5
Q9UHF4	HLA-C0202	9	31
Q9UHF4	HLA-C1507	9	18
Q9UHF5	HLA-A0201	9	7
Q9UHF5	HLA-A1101	9	2
Q9UHF5	HLA-B0702	9	8
Q9UHF5	HLA-B2705	9	6
Q9UHF5	HLA-C0202	9	10
Q9UHF5	HLA-C1507	9	6
Q9UHF7	HLA-A0201	9	23
Q9UHF7	HLA-A1101	9	19
Q9UHF7	HLA-B0702	9	21
Q9UHF7	HLA-B2705	9	14
Q9UHF7	HLA-C0202	9	45
Q9UHF7	HLA-C1507	9	28
Q9UHG0	HLA-A0201	9	8
Q9UHG0	HLA-A1101	9	18
Q9UHG0	HLA-B0702	9	10
Q9UHG0	HLA-B2705	9	10
Q9UHG0	HLA-C0202	9	19
Q9UHG0	HLA-C1507	9	12
Q9UHG2	HLA-A0201	9	14
Q9UHG2	HLA-A1101	9	2
Q9UHG2	HLA-B0702	9	19
Q9UHG2	HLA-B2705	9	8
Q9UHG2	HLA-C0202	9	16
Q9UHG2	HLA-C1507	9	12
Q9UHG3	HLA-A0201	9	21
Q9UHG3	HLA-A1101	9	12
Q9UHG3	HLA-B0702	9	11
Q9UHG3	HLA-B2705	9	11
Q9UHG3	HLA-C0202	9	43
Q9UHG3	HLA-C1507	9	28
Q9UHH9	HLA-A0201	9	13
Q9UHH9	HLA-A1101	9	14
Q9UHH9	HLA-B0702	9	7
Q9UHH9	HLA-B2705	9	13
Q9UHH9	HLA-C0202	9	27
Q9UHH9	HLA-C1507	9	13
Q9UHI5	HLA-A0201	9	41
Q9UHI5	HLA-A1101	9	13
Q9UHI5	HLA-B0702	9	13
Q9UHI5	HLA-B2705	9	6
Q9UHI5	HLA-C0202	9	37
Q9UHI5	HLA-C1507	9	24
Q9UHI6	HLA-A0201	9	23
Q9UHI6	HLA-A1101	9	24
Q9UHI6	HLA-B0702	9	24
Q9UHI6	HLA-B2705	9	23
Q9UHI6	HLA-C0202	9	67
Q9UHI6	HLA-C1507	9	42
Q9UHI7	HLA-A0201	9	36
Q9UHI7	HLA-A1101	9	10
Q9UHI7	HLA-B0702	9	17
Q9UHI7	HLA-B2705	9	12
Q9UHI7	HLA-C0202	9	50
Q9UHI7	HLA-C1507	9	34
Q9UHI8	HLA-A0201	9	20
Q9UHI8	HLA-A1101	9	23
Q9UHI8	HLA-B0702	9	25
Q9UHI8	HLA-B2705	9	14
Q9UHI8	HLA-C0202	9	40
Q9UHI8	HLA-C1507	9	23
Q9UHJ3	HLA-A0201	9	25
Q9UHJ3	HLA-A1101	9	16
Q9UHJ3	HLA-B0702	9	17
Q9UHJ3	HLA-B2705	9	12
Q9UHJ3	HLA-C0202	9	42
Q9UHJ3	HLA-C1507	9	28
Q9UHJ6	HLA-A0201	9	23
Q9UHJ6	HLA-A1101	9	11
Q9UHJ6	HLA-B0702	9	16
Q9UHJ6	HLA-B2705	9	9
Q9UHJ6	HLA-C0202	9	40
Q9UHJ6	HLA-C1507	9	29
Q9UHJ9	HLA-A0201	9	11
Q9UHJ9	HLA-A1101	9	7
Q9UHJ9	HLA-B0702	9	5
Q9UHJ9	HLA-B2705	9	5
Q9UHJ9	HLA-C0202	9	25
Q9UHJ9	HLA-C1507	9	12
Q9UHK0	HLA-A0201	9	3
Q9UHK0	HLA-A1101	9	9
Q9UHK0	HLA-B0702	9	13
Q9UHK0	HLA-B2705	9	9
Q9UHK0	HLA-C0202	9	9
Q9UHK0	HLA-C1507	9	6
Q9UHK6	HLA-A0201	9	11
Q9UHK6	HLA-A1101	9	13
Q9UHK6	HLA-B0702	9	11
Q9UHK6	HLA-B2705	9	6
Q9UHK6	HLA-C0202	9	31
Q9UHK6	HLA-C1507	9	17
Q9UHL0	HLA-A0201	9	21
Q9UHL0	HLA-A1101	9	15
Q9UHL0	HLA-B0702	9	11
Q9UHL0	HLA-B2705	9	20
Q9UHL0	HLA-C0202	9	33
Q9UHL0	HLA-C1507	9	24
Q9UHL3	HLA-A0201	9	4
Q9UHL3	HLA-A1101	9	4
Q9UHL3	HLA-B0702	9	4
Q9UHL3	HLA-B2705	9	5
Q9UHL3	HLA-C0202	9	12
Q9UHL3	HLA-C1507	9	6
Q9UHL4	HLA-A0201	9	18
Q9UHL4	HLA-A1101	9	9
Q9UHL4	HLA-B0702	9	12
Q9UHL4	HLA-B2705	9	21
Q9UHL4	HLA-C0202	9	38
Q9UHL4	HLA-C1507	9	23
Q9UHL9	HLA-A0201	9	27
Q9UHL9	HLA-A1101	9	27
Q9UHL9	HLA-B0702	9	19
Q9UHL9	HLA-B2705	9	25
Q9UHL9	HLA-C0202	9	54
Q9UHL9	HLA-C1507	9	29
Q9UHM6	HLA-A0201	9	34
Q9UHM6	HLA-A1101	9	11
Q9UHM6	HLA-B0702	9	16
Q9UHM6	HLA-B2705	9	7
Q9UHM6	HLA-C0202	9	39
Q9UHM6	HLA-C1507	9	27
Q9UHN1	HLA-A0201	9	16
Q9UHN1	HLA-A1101	9	10
Q9UHN1	HLA-B0702	9	11
Q9UHN1	HLA-B2705	9	15
Q9UHN1	HLA-C0202	9	18
Q9UHN1	HLA-C1507	9	14
Q9UHN6	HLA-A0201	9	41
Q9UHN6	HLA-A1101	9	39
Q9UHN6	HLA-B0702	9	31
Q9UHN6	HLA-B2705	9	28
Q9UHN6	HLA-C0202	9	98
Q9UHN6	HLA-C1507	9	58
Q9UHP3	HLA-A0201	9	28
Q9UHP3	HLA-A1101	9	21
Q9UHP3	HLA-B0702	9	17
Q9UHP3	HLA-B2705	9	32
Q9UHP3	HLA-C0202	9	58
Q9UHP3	HLA-C1507	9	37
Q9UHP6	HLA-A0201	9	18
Q9UHP6	HLA-A1101	9	13
Q9UHP6	HLA-B0702	9	9
Q9UHP6	HLA-B2705	9	15
Q9UHP6	HLA-C0202	9	32
Q9UHP6	HLA-C1507	9	24
Q9UHP7	HLA-A0201	9	6
Q9UHP7	HLA-A1101	9	4
Q9UHP7	HLA-B0702	9	1
Q9UHP7	HLA-B2705	9	5
Q9UHP7	HLA-C0202	9	5
Q9UHP7	HLA-C1507	9	1
Q9UHP9	HLA-A0201	9	2
Q9UHP9	HLA-A1101	9	3
Q9UHP9	HLA-B0702	9	4
Q9UHP9	HLA-B2705	9	3
Q9UHP9	HLA-C0202	9	6
Q9UHP9	HLA-C1507	9	4
Q9UHQ1	HLA-A0201	9	14
Q9UHQ1	HLA-A1101	9	9
Q9UHQ1	HLA-B0702	9	8
Q9UHQ1	HLA-B2705	9	14
Q9UHQ1	HLA-C0202	9	33
Q9UHQ1	HLA-C1507	9	20
Q9UHQ4	HLA-A0201	9	10
Q9UHQ4	HLA-A1101	9	9
Q9UHQ4	HLA-B0702	9	1
Q9UHQ4	HLA-B2705	9	10
Q9UHQ4	HLA-C0202	9	17
Q9UHQ4	HLA-C1507	9	8
Q9UHQ7	HLA-A0201	9	3
Q9UHQ7	HLA-A1101	9	3
Q9UHQ7	HLA-B0702	9	1
Q9UHQ7	HLA-B2705	9	6
Q9UHQ7	HLA-C0202	9	6
Q9UHQ7	HLA-C1507	9	3
Q9UHQ9	HLA-A0201	9	14
Q9UHQ9	HLA-A1101	9	13
Q9UHQ9	HLA-B0702	9	9
Q9UHQ9	HLA-B2705	9	9
Q9UHQ9	HLA-C0202	9	24
Q9UHQ9	HLA-C1507	9	13
Q9UHR4	HLA-A0201	9	14
Q9UHR4	HLA-A1101	9	15
Q9UHR4	HLA-B0702	9	11
Q9UHR4	HLA-B2705	9	12
Q9UHR4	HLA-C0202	9	36
Q9UHR4	HLA-C1507	9	23
Q9UHR5	HLA-A0201	9	7
Q9UHR5	HLA-A1101	9	10
Q9UHR5	HLA-B0702	9	4
Q9UHR5	HLA-B2705	9	5
Q9UHR5	HLA-C0202	9	16
Q9UHR5	HLA-C1507	9	12
Q9UHR6	HLA-A0201	9	17
Q9UHR6	HLA-A1101	9	3
Q9UHR6	HLA-B0702	9	15
Q9UHR6	HLA-B2705	9	8
Q9UHR6	HLA-C0202	9	20
Q9UHR6	HLA-C1507	9	15
Q9UHS2	HLA-A1101	9	1
Q9UHS2	HLA-C0202	9	3
Q9UHS2	HLA-C1507	9	3
Q9UHT4	HLA-A0201	9	3
Q9UHT4	HLA-A1101	9	3
Q9UHT4	HLA-B0702	9	2
Q9UHT4	HLA-B2705	9	4
Q9UHT4	HLA-C0202	9	6
Q9UHT4	HLA-C1507	9	4
Q9UHU1	HLA-A0201	9	3
Q9UHU1	HLA-A1101	9	2
Q9UHU1	HLA-B2705	9	5
Q9UHU1	HLA-C0202	9	6
Q9UHU1	HLA-C1507	9	3
Q9UHV2	HLA-A0201	9	13
Q9UHV2	HLA-A1101	9	2
Q9UHV2	HLA-B0702	9	12
Q9UHV2	HLA-B2705	9	3
Q9UHV2	HLA-C0202	9	15
Q9UHV2	HLA-C1507	9	11
Q9UHV5	HLA-A0201	9	32
Q9UHV5	HLA-A1101	9	16
Q9UHV5	HLA-B0702	9	17
Q9UHV5	HLA-B2705	9	17
Q9UHV5	HLA-C0202	9	42
Q9UHV5	HLA-C1507	9	26
Q9UHV7	HLA-A0201	9	58
Q9UHV7	HLA-A1101	9	39
Q9UHV7	HLA-B0702	9	55
Q9UHV7	HLA-B2705	9	31
Q9UHV7	HLA-C0202	9	110
Q9UHV7	HLA-C1507	9	74
Q9UHV8	HLA-A0201	9	6
Q9UHV8	HLA-A1101	9	3
Q9UHV8	HLA-B0702	9	4
Q9UHV8	HLA-B2705	9	6
Q9UHV8	HLA-C0202	9	13
Q9UHV8	HLA-C1507	9	12
Q9UHV9	HLA-A0201	9	5
Q9UHV9	HLA-A1101	9	4
Q9UHV9	HLA-B0702	9	2
Q9UHV9	HLA-B2705	9	6
Q9UHV9	HLA-C0202	9	11
Q9UHV9	HLA-C1507	9	6
Q9UHW5	HLA-A0201	9	18
Q9UHW5	HLA-A1101	9	5
Q9UHW5	HLA-B0702	9	4
Q9UHW5	HLA-B2705	9	6
Q9UHW5	HLA-C0202	9	19
Q9UHW5	HLA-C1507	9	12
Q9UHW9	HLA-A0201	9	51
Q9UHW9	HLA-A1101	9	21
Q9UHW9	HLA-B0702	9	19
Q9UHW9	HLA-B2705	9	25
Q9UHW9	HLA-C0202	9	93
Q9UHW9	HLA-C1507	9	51
Q9UHX1	HLA-A0201	9	17
Q9UHX1	HLA-A1101	9	15
Q9UHX1	HLA-B0702	9	19
Q9UHX1	HLA-B2705	9	11
Q9UHX1	HLA-C0202	9	49
Q9UHX1	HLA-C1507	9	34
Q9UHX3	HLA-A0201	9	57
Q9UHX3	HLA-A1101	9	20
Q9UHX3	HLA-B0702	9	16
Q9UHX3	HLA-B2705	9	20
Q9UHX3	HLA-C0202	9	49
Q9UHX3	HLA-C1507	9	39
Q9UHY1	HLA-A0201	9	19
Q9UHY1	HLA-A1101	9	9
Q9UHY1	HLA-B0702	9	11
Q9UHY1	HLA-B2705	9	10
Q9UHY1	HLA-C0202	9	26
Q9UHY1	HLA-C1507	9	14
Q9UHY7	HLA-A0201	9	11
Q9UHY7	HLA-A1101	9	6
Q9UHY7	HLA-B0702	9	4
Q9UHY7	HLA-B2705	9	2
Q9UHY7	HLA-C0202	9	24
Q9UHY7	HLA-C1507	9	16
Q9UHY8	HLA-A0201	9	12
Q9UHY8	HLA-A1101	9	7
Q9UHY8	HLA-B0702	9	5
Q9UHY8	HLA-B2705	9	3
Q9UHY8	HLA-C0202	9	17
Q9UHY8	HLA-C1507	9	14
Q9UI08	HLA-A0201	9	8
Q9UI08	HLA-A1101	9	13
Q9UI08	HLA-B0702	9	13
Q9UI08	HLA-B2705	9	7
Q9UI08	HLA-C0202	9	22
Q9UI08	HLA-C1507	9	16
Q9UI09	HLA-A0201	9	1
Q9UI09	HLA-A1101	9	4
Q9UI09	HLA-B0702	9	2
Q9UI09	HLA-B2705	9	3
Q9UI09	HLA-C0202	9	6
Q9UI09	HLA-C1507	9	2
Q9UI10	HLA-A0201	9	23
Q9UI10	HLA-A1101	9	13
Q9UI10	HLA-B0702	9	16
Q9UI10	HLA-B2705	9	15
Q9UI10	HLA-C0202	9	40
Q9UI10	HLA-C1507	9	23
Q9UI12	HLA-A0201	9	24
Q9UI12	HLA-A1101	9	11
Q9UI12	HLA-B0702	9	10
Q9UI12	HLA-B2705	9	13
Q9UI12	HLA-C0202	9	36
Q9UI12	HLA-C1507	9	21
Q9UI14	HLA-A0201	9	8
Q9UI14	HLA-A1101	9	3
Q9UI14	HLA-B0702	9	5
Q9UI14	HLA-B2705	9	4
Q9UI14	HLA-C0202	9	21
Q9UI14	HLA-C1507	9	15
Q9UI15	HLA-A0201	9	6
Q9UI15	HLA-A1101	9	11
Q9UI15	HLA-B0702	9	3
Q9UI15	HLA-B2705	9	6
Q9UI15	HLA-C0202	9	14
Q9UI15	HLA-C1507	9	8
Q9UI17	HLA-A0201	9	33
Q9UI17	HLA-A1101	9	26
Q9UI17	HLA-B0702	9	20
Q9UI17	HLA-B2705	9	20
Q9UI17	HLA-C0202	9	55
Q9UI17	HLA-C1507	9	33
Q9UI23	HLA-A0201	9	2
Q9UI23	HLA-A1101	9	3
Q9UI23	HLA-B0702	9	4
Q9UI23	HLA-B2705	9	2
Q9UI23	HLA-C0202	9	6
Q9UI23	HLA-C1507	9	4
Q9UI25	HLA-A0201	9	2
Q9UI25	HLA-A1101	9	1
Q9UI25	HLA-B0702	9	3
Q9UI25	HLA-C0202	9	4
Q9UI25	HLA-C1507	9	1
Q9UI26	HLA-A0201	9	59
Q9UI26	HLA-A1101	9	24
Q9UI26	HLA-B0702	9	12
Q9UI26	HLA-B2705	9	15
Q9UI26	HLA-C0202	9	75
Q9UI26	HLA-C1507	9	52
Q9UI30	HLA-A0201	9	6
Q9UI30	HLA-A1101	9	1
Q9UI30	HLA-B0702	9	4
Q9UI30	HLA-B2705	9	6
Q9UI30	HLA-C0202	9	8
Q9UI30	HLA-C1507	9	7
Q9UI32	HLA-A0201	9	20
Q9UI32	HLA-A1101	9	13
Q9UI32	HLA-B0702	9	16
Q9UI32	HLA-B2705	9	12
Q9UI32	HLA-C0202	9	44
Q9UI32	HLA-C1507	9	25
Q9UI33	HLA-A0201	9	91
Q9UI33	HLA-A1101	9	40
Q9UI33	HLA-B0702	9	41
Q9UI33	HLA-B2705	9	43
Q9UI33	HLA-C0202	9	122
Q9UI33	HLA-C1507	9	72
Q9UI36	HLA-A0201	9	23
Q9UI36	HLA-A1101	9	14
Q9UI36	HLA-B0702	9	26
Q9UI36	HLA-B2705	9	14
Q9UI36	HLA-C0202	9	35
Q9UI36	HLA-C1507	9	32
Q9UI38	HLA-A0201	9	17
Q9UI38	HLA-A1101	9	8
Q9UI38	HLA-B0702	9	12
Q9UI38	HLA-B2705	9	9
Q9UI38	HLA-C0202	9	21
Q9UI38	HLA-C1507	9	21
Q9UI40	HLA-A0201	9	39
Q9UI40	HLA-A1101	9	19
Q9UI40	HLA-B0702	9	4
Q9UI40	HLA-B2705	9	15
Q9UI40	HLA-C0202	9	36
Q9UI40	HLA-C1507	9	21
Q9UI42	HLA-A0201	9	12
Q9UI42	HLA-A1101	9	13
Q9UI42	HLA-B0702	9	4
Q9UI42	HLA-B2705	9	9
Q9UI42	HLA-C0202	9	28
Q9UI42	HLA-C1507	9	16
Q9UI43	HLA-A0201	9	12
Q9UI43	HLA-A1101	9	7
Q9UI43	HLA-B0702	9	8
Q9UI43	HLA-B2705	9	9
Q9UI43	HLA-C0202	9	16
Q9UI43	HLA-C1507	9	11
Q9UI46	HLA-A0201	9	18
Q9UI46	HLA-A1101	9	21
Q9UI46	HLA-B0702	9	15
Q9UI46	HLA-B2705	9	22
Q9UI46	HLA-C0202	9	43
Q9UI46	HLA-C1507	9	34
Q9UI47	HLA-A0201	9	40
Q9UI47	HLA-A1101	9	29
Q9UI47	HLA-B0702	9	26
Q9UI47	HLA-B2705	9	18
Q9UI47	HLA-C0202	9	67
Q9UI47	HLA-C1507	9	42
Q9UI54	HLA-A0201	9	2
Q9UI54	HLA-A1101	9	3
Q9UI54	HLA-B0702	9	1
Q9UI54	HLA-B2705	9	3
Q9UI54	HLA-C0202	9	4
Q9UI54	HLA-C1507	9	2
Q9UI72	HLA-A0201	9	1
Q9UI72	HLA-B2705	9	1
Q9UI72	HLA-C0202	9	1
Q9UI72	HLA-C1507	9	1
Q9UI95	HLA-A0201	9	16
Q9UI95	HLA-A1101	9	6
