peptide_sequence_id	uniprot_id
953	P07437
6588	Q5TEC3
17739	Q9H4B7
1004	Q01628
28978	Q5JRA6
61955	O94973
48455	P34931
16703	P22681
14981	Q04759
8821	Q92993
19774	Q9BX66
11110	Q9HD67
49996	P69905
3280	Q14008
33583	P16885
38332	Q8IXQ6
59532	P01768
4025	P16401
24615	Q14204
10	P30479
38869	P68431
47943	P35713
20323	Q99541
48197	Q6ZS81
2308	P01023
35540	Q99816
41603	Q14790
42101	P55072
4467	Q6S8J3
5717	P35555
30821	Q9NV06
50293	A1L0T0
45263	P35579
5281	P0DJI9
42092	P60903
20769	Q12772
62533	P11686
39915	P62826
50675	P0C0L4
32947	O75376
33682	Q15652
15426	Q86UW7
58527	Q96LJ7
44622	Q9Y383
21680	Q13435
4380	P63267
33625	P20393
10818	P51553
36744	Q9HCE6
24076	P01768
10194	Q96HP0
26252	Q8IVH8
38709	Q96AY3
13169	Q6W2J9
13873	Q14257
33422	P19013
51796	P01024
3509	Q6Y7W6
55431	P01903
31069	Q5THK1
36665	P20671
6546	Q86Z14
8972	Q96SN7
62763	P13747
23772	Q96S38
39221	P30505
11234	Q8NF91
46828	Q9NQG6
6234	Q6P5S2
40710	Q9H992
6146	P19474
36411	Q9Y5R2
40492	Q9H0Q0
1361	O95714
10616	Q69YN4
19112	Q8IVU3
7598	Q9HBT7
45658	P16403
13665	P17931
61301	Q12906
35374	P29074
8386	Q96RD9
9438	Q9Y4F1
2264	P30464
40180	Q15274
27587	Q92673
53840	Q00610
61501	Q86UP2
13897	O76024
62770	P04229
58318	Q93077
4695	Q01518
8508	Q0VGE8
23890	P55265
16128	Q03519
28099	Q9Y618
12032	Q9NZV5
861	Q8WVV9
56402	P13797
55830	P01876
42956	Q7Z2Q7
54528	P51911
46251	Q9H6S0
60946	P30511
22714	Q8IU68
7554	P68032
19044	P19224
4149	Q9UK59
16711	P02671
50169	P12236
37961	Q96GY3
60896	P0DMV8
46605	Q70Z35
27720	Q5U5Q3
26223	P30495
58086	Q9H7C9
14029	Q07157
48713	P30461
12149	Q9NZJ5
1203	Q06830
44524	Q14974
8898	Q9H7D0
45599	Q9ULX3
61045	Q9BYX7
35278	Q96RT1
62839	A6NCE7
31274	Q9C0G0
52553	P01909
62337	Q08431
54119	P07339
21743	Q5JS54
9653	Q8NHM5
62770	P01912
48541	Q29836
52297	P08473
11372	P19237
4426	Q8WVM0
25068	Q14185
17273	P01023
377	A5A3E0
10147	P49761
47585	P20671
4718	P18583
57124	Q96KK5
36614	Q8NCW5
41725	P0C0L4
42699	P30459
45950	O15031
1450	Q16778
28576	Q71DI3
31833	Q9UGU0
23654	P24043
44714	P06280
54621	Q13510
14803	Q3L8U1
6796	P62937
24267	Q16777
51629	P19021
33406	O15350
58893	Q9HBJ8
63287	O00560
8554	P23396
38167	Q5VT06
7907	Q96EM0
16052	Q92743
9394	P17026
21455	O76024
29495	P27105
24435	Q13438
46942	P15924
15851	Q04637
33128	Q96ER9
50661	P22694
27785	Q14511
2738	Q6PEY2
35037	P42892
22375	Q2MV58
42921	P08670
13448	P40123
56266	Q7Z699
38552	P33402
4618	P30450
63793	P30493
5246	O43707
8508	A6NK53
29657	P0DPD5
42281	O43157
54773	P51884
15138	O95359
63237	P84243
7503	P26641
48355	Q9HCK8
31164	Q6Y7W6
20348	O60237
33507	O60437
592	Q14566
6564	Q86UX7
2294	O75475
51213	P55268
29620	P55786
56345	Q6P179
36311	Q14139
17641	Q13813
14347	Q9HC78
61698	P22314
29232	Q8TEV9
58450	P12235
6869	Q9C0B7
21138	P68366
56410	Q8WWQ8
18984	O60234
47066	Q8NC38
48613	P34931
19340	O60333
33211	P53621
30660	P07437
62773	A6NCE7
55446	P25774
9418	P25089
55350	Q9UMR3
16230	Q96BQ5
51229	Q9Y6R7
4702	P49792
20470	P55268
60772	P17987
26835	Q96SU4
14897	Q9NWL6
19657	Q9UBJ2
45249	Q92545
32630	Q08999
48757	P10909
20700	Q92804
18738	Q9BYX7
27689	Q8NCH0
6883	Q15782
14476	Q9H175
56405	Q7Z5N4
12677	P16615
8192	P35222
12638	Q3KR37
55496	O60749
6728	Q674X7
57489	P62244
55084	P0CG38
60829	P34931
23768	Q8N4J0
10771	Q8ND24
34370	Q15011
41341	P0DJD8
40270	Q9BSM1
36218	Q9BYI3
58865	P80511
12294	O60506
18085	Q92824
50944	P69905
16356	Q9P1Y6
62777	Q16739
55879	P12110
27624	Q9Y2J8
2554	P14550
40612	Q9Y315
25313	P25103
36244	P13056
7779	C4AMC7
61909	Q96QR1
54894	P35858
28710	Q9H3U1
23997	Q7Z7L7
40584	Q969Z0
15776	P53804
57526	P30453
9290	P48729
6588	P17040
44021	P50991
55537	Q8WWQ8
63862	P10412
18982	Q13362
58121	P02679
48387	P60709
26497	A4D1B5
53000	P01903
60788	P48723
47509	P31943
60808	Q9TNN7
51920	Q99538
49599	P56134
26435	Q9GZU8
23513	P26038
24372	P40926
47873	Q15149
30772	Q9Y4L1
4528	P31946
1791	A5A3E0
63681	Q6ZP29
52036	Q8IW45
15480	Q92859
18122	O75410
45971	Q01085
6654	Q9HB07
21622	Q7Z794
6097	P13646
53966	P17948
44239	P22897
40913	Q9Y4H2
3319	Q15067
33510	Q14980
53734	P18428
33845	Q99698
23202	P32926
41197	Q09666
58608	P09681
17078	Q13748
61479	P27144
41113	Q6VY07
53142	P05023
58313	Q9NP72
34787	Q9NZN4
7819	P61978
18237	Q15678
49912	P12236
55978	P29322
2127	P11686
27287	P30520
18802	Q9Y3S1
22349	O00567
29444	P35052
6525	P63261
57049	P04233
49450	P35232
48870	P53634
53339	P30044
56313	Q6UVY6
30690	O75718
9286	Q9HD15
63887	P01903
43201	Q8IWC1
58173	Q14108
50056	P35268
4399	P05062
9688	Q9Y5K5
59755	Q14624
53579	P60059
35726	P18084
26319	P42566
29090	P38919
28141	P34932
57187	P55084
1050	P08727
24267	Q96QV6
61155	Q9Y5F8
46098	P37268
2904	P48729
11256	Q6DRA6
20107	P46977
17497	Q96QU8
1	P62736
51448	Q96EY1
24121	Q6P2Q9
33121	Q9NUN7
14925	Q9Y3M8
62569	P30495
45421	P08729
50407	Q92522
62762	P30495
39850	P02775
34444	Q7L0R7
4741	Q09666
26229	Q9HCK8
37742	Q04724
24045	Q6B0K9
41752	Q9NXR7
15291	P11926
32992	P42898
22353	Q13285
60222	P01903
22081	Q7Z5J4
61769	P21980
10320	Q13243
47102	Q9NRL2
18608	Q9H4Z3
63782	P60709
361	Q16576
38639	O96019
53953	P07339
32125	P14625
13009	P01024
44500	Q92688
52425	P01031
51976	P12235
34046	P53675
33983	P53618
47151	P04114
47845	Q9Y4A5
4147	O15204
10	P30466
29418	Q9H6H4
9448	Q9P2E3
60305	O00602
9056	P60763
41206	P24385
10238	Q9UMN6
58358	P23528
58021	Q9NY15
47924	Q9BY77
32493	Q15393
25197	P30511
2737	Q9Y2L9
63749	P30488
12935	Q2LD37
33145	P82980
20823	Q96BZ4
20237	Q9UIA0
27699	P06899
6643	Q96AE7
47980	Q9H0X9
9083	P01266
14173	Q96L08
17407	O15260
45963	Q9NUQ9
32091	O43464
34368	P62701
33947	P18846
50765	Q53GQ0
40661	P63267
2313	P30459
37547	O15355
30316	Q5VWQ0
24766	P04350
32868	O14908
62179	Q562R1
58230	P16671
44113	P49427
2367	Q9UPQ3
18468	Q8IUR0
57354	P30486
51893	P04114
60849	P13639
11763	Q969I3
44451	O95273
35456	Q13591
15706	Q8IVG5
132	P60709
64039	P05121
8508	Q14587
50343	P05141
20715	Q9BZ76
51959	P17301
11667	Q92637
42763	Q96Q15
42985	Q16513
46216	P18464
25573	Q15390
61019	Q9Y4A5
60746	P60709
4818	Q86X83
54867	P15144
59991	Q9Y6R7
49335	Q16777
39689	P06748
59680	P54868
15005	Q8WV83
55349	Q01629
24125	Q8TF05
28832	P0DMM9
40393	Q6S8J3
12649	P21283
39763	P62195
13831	P55036
42197	P61981
445	P30505
32736	Q86SF2
2508	Q8IWZ3
28930	Q5JWR5
56353	P21589
11169	O15524
10055	Q96RY5
37379	Q8NDX5
32927	Q6FI81
56251	O95573
54115	P01911
17645	P04350
30357	Q14966
41869	P15036
62557	Q14118
11885	P11021
57327	P02768
37715	Q92786
29141	P21854
39409	Q13938
1365	O43292
38287	P11308
18253	Q9H3F6
21720	P47974
30860	A6ZKI3
38298	Q8TEH3
57949	P06396
42847	Q6NZY7
7241	Q13761
2499	Q9H7P9
26775	P19320
36409	Q08378
43852	Q8IZL8
60431	P20742
16132	Q9H799
4287	P68133
15417	Q6JQN1
7272	P24928
28495	Q15542
35712	Q9Y6R1
42527	P25063
27526	Q9Y4E6
34380	Q13347
8984	Q7Z4I7
35183	Q8WUM4
36005	Q9NVF9
10468	P17252
36090	O43709
21663	P23769
47429	O75064
45931	Q9Y5B9
16704	Q29865
13358	Q6UXG8
36222	Q9NXE4
17146	P16871
22284	Q9HBT7
54870	P50395
59797	P02042
53057	P01034
14691	Q58FF3
10888	Q9NU22
6430	P63267
13340	Q9UKF6
20254	P23511
47939	Q86VW0
44577	Q9NQW6
55305	Q03013
49418	P13861
20056	O15327
63941	P20036
6709	P34947
30735	Q9Y462
16055	Q9UKW4
11456	O00750
2818	P18464
46904	P07355
35984	P11509
31359	O75131
43114	Q9H6T0
20446	Q9UMS6
13724	Q92560
53532	P62851
17204	Q29836
48464	O60841
17257	Q71U36
32602	Q03164
52284	Q8IZF2
51293	Q02978
17835	P14618
51991	Q9Y512
29958	Q93074
4380	Q562R1
30748	Q96EX3
26745	Q9HCG8
31763	P42229
59325	A0A0B4J1V0
40327	Q7KZ85
60777	Q9NY97
38942	Q9Y3A5
2351	P04114
1800	A1KXE4
49319	P30685
37312	Q96RD7
62797	P17655
8739	P05546
51033	Q9NSD9
14167	P52895
56182	P38571
17498	Q504Q3
29751	P21281
38634	P51911
3074	P02768
48703	O00468
15228	Q96FW1
55067	P62736
48759	P01766
43318	Q86UA1
20179	P30049
39685	P33121
23956	P41162
35313	Q9HAW7
10629	Q9Y4D7
40691	P20648
36404	Q96FT9
35370	Q9BYW2
40715	Q86TI0
42073	Q00536
450	P62081
36903	O43566
35430	Q96G04
27682	O00409
58821	P04217
27719	Q8NFW9
31715	Q8WX94
33518	Q8TE85
59803	Q13148
25203	P53041
17779	P30488
64167	Q2M2H8
57458	P68104
44990	P67936
53962	P20774
40539	O00443
20158	Q6NUM9
29732	P30499
27816	Q9Y4C2
18904	Q9Y296
34030	Q96Q89
26702	Q96JN0
61700	P35221
62016	P19961
22029	O14788
56803	P10619
24486	P28070
26416	Q9H871
18962	O60488
49664	O60664
60974	P0DMV8
62852	Q8TDL5
6376	Q6S8J3
49973	P15144
26860	O75348
45979	P51532
16678	P00167
58413	P12235
62338	P13611
43522	Q15149
50881	O00560
21763	Q8NEB9
6001	Q08116
35792	Q01740
44933	Q5BKZ1
39560	Q06323
58690	P80511
62343	P30512
11213	Q9H223
60476	O00602
56842	Q92752
43069	A0A087X1C5
31797	Q13002
57279	Q5VTE0
43546	Q9BUH6
20553	Q96KP4
39347	Q92535
27153	Q14141
21753	Q71UM5
58031	Q96MM6
31206	Q13233
61614	Q92520
64016	Q9NZN4
21267	Q7Z589
14246	P30533
4470	Q04727
44473	Q9Y5Z7
15801	P10644
58109	P02741
62807	P15260
3485	Q3ZCM7
8333	P0DOX5
64145	Q8N695
57426	P30499
45836	Q09161
34217	O00462
6588	A6NP11
36452	O95786
21232	Q6DN03
15680	Q15751
3322	P30447
44955	Q6V1X1
15362	O75369
47324	Q5VYK3
11123	P80365
35991	Q6GTS8
1813	O00534
50900	P30481
38810	P49454
10662	O95782
20244	Q8TBH0
57911	Q07157
54187	Q8NBJ5
15217	P41161
33711	Q93052
2430	Q8IWZ3
60614	Q16620
40022	O94842
58562	P14678
2313	Q29865
15210	Q7Z460
8508	Q6ZNG0
50842	P08567
8508	Q3KNS6
2221	Q9NZB2
46136	Q99633
8899	P35222
31230	P83436
32148	P30487
54649	O95436
2616	Q71U36
20327	Q13428
41171	P13647
56867	Q92925
17422	P0DP23
10369	P14625
29129	Q9NUK0
35926	P00325
1751	O60942
11074	Q99759
11366	Q9BWJ5
44507	P01889
48375	Q96RW7
41066	P46926
51437	P02649
44490	Q13093
25811	P04792
7202	P23381
20846	P46940
44993	Q03001
43434	Q7Z3J3
57873	Q15843
26040	Q9NUQ3
26705	Q9Y2X3
4708	P15090
40921	O43747
14885	Q02535
2311	P20591
62840	Q14204
1757	Q9UBU8
25173	Q8NB49
15443	Q9H2L5
56165	O43490
11881	Q9ULH7
23873	P68431
29954	Q14999
17749	P60660
11914	Q6P1N9
47390	P0C0S8
16928	P60709
33903	Q15233
50198	Q86TD4
3745	Q9UBI1
48249	Q00839
1627	P63096
61175	P31937
24916	O00429
6269	P27694
12777	Q9UGN5
49382	P04114
24550	P11388
53955	P20774
58745	A0A0B4J1V0
27910	P50570
61640	P35916
45343	O15020
29732	P18463
24276	P20671
17078	Q6PEY2
34696	P04350
4990	Q9HBK9
45853	A8K7I4
39221	P30481
26096	Q7Z6K5
50640	P02768
48142	Q5T2T1
44790	P14136
14847	Q9HB58
4008	P17026
44504	Q4ADV7
9408	Q14145
54006	P42704
57569	P30479
43646	Q5H9J7
15007	P50851
60026	P40189
41907	Q86T65
19143	Q5TF58
49311	Q6IAA8
39992	P24539
44372	P15121
57884	P02741
31564	B0I1T2
19368	Q7L622
59317	P01768
10174	Q9H3M7
14176	Q09666
33195	O43707
30252	P51812
13864	Q9H2X6
31464	Q9P246
8136	Q86XK2
13020	Q96KP1
34734	P35900
52909	P13761
39663	P09912
34936	Q15942
38482	P60985
36950	Q9H5Y7
49744	Q969X5
1555	Q13003
6960	Q96D70
31365	P62736
62561	Q96JQ0
36995	Q15847
827	O75531
340	Q9UKA9
63260	Q8TEW0
63738	P49773
45441	Q13620
58642	P07686
10743	Q16850
40476	Q96N22
38419	P49848
33961	Q6IMN6
26223	P30480
45708	Q8N0X7
18273	O43156
27483	Q13790
33378	P50395
22237	Q14324
58873	Q14624
21983	P40967
17202	Q9BUF5
53810	Q92499
3813	O43290
9981	P31943
717	Q92545
60172	Q86X76
47630	Q02252
36518	Q96A65
55273	O14950
24965	Q8WW12
33476	Q8WZ42
55997	P11047
37526	P40305
50977	Q92522
52358	A8MUH7
6459	P16402
44285	Q96SD1
4133	B4DX44
48537	P01762
47101	Q7L1Q6
37346	Q3BBV2
10801	P63173
50127	O14880
18965	P52895
24842	Q14697
32024	Q9P2N7
20688	P52597
48102	Q9H8V3
14972	P02786
10852	Q14204
38280	Q9BZF9
33930	Q9NVD7
24579	P01892
9157	Q8IXZ2
127	P05787
21332	Q9BXM0
32501	Q9H2P9
41240	P02585
61350	P22234
42825	P27816
24513	P62312
33301	O15230
50018	P06733
40917	P54652
22120	P31946
43832	Q9Y3M8
36977	Q99959
63749	P30462
21390	P62847
13362	P13674
11062	P48729
8314	P30443
35177	Q695T7
62591	P21589
60564	P00338
36514	Q969X5
6463	P16615
47533	Q9GZR7
35567	Q9BQ70
6035	Q9P0M9
42300	Q9UKX2
8166	Q8TCZ2
38979	Q02153
52265	P09210
58967	Q9Y490
52072	O43707
60372	P0CG04
12961	P46379
60391	Q9Y6N5
8508	Q969W8
52976	Q9TNN7
22448	P33076
24659	Q9UN86
60889	Q9NV92
52935	P18433
26739	Q04826
14786	Q9NPG4
53525	P62851
15279	P12270
20195	Q5JSJ4
48994	P01762
55481	O60814
1614	P0DJJ0
11536	P12956
35167	P50570
60971	P34931
24406	P63261
23879	P84243
42010	P48506
35095	Q5VTE0
39604	Q13838
20302	O95248
13557	P62736
33243	Q2LD37
40624	Q69YQ0
22660	Q5SY16
36922	Q92785
34359	A0A0C4DH41
10071	P12980
23495	P09874
54623	P09211
12054	P30101
36721	Q96RY7
28667	Q9P2N4
4624	O43278
34452	P20700
14308	Q96ST3
36506	P13584
48433	P08670
44195	P62241
54613	P11142
31179	Q9BUF5
63558	Q29718
33768	P10242
1954	Q16555
39646	P25686
61261	Q8WUY8
24839	P01920
56658	P05155
24122	Q9H4G0
47390	Q8IUE6
50776	Q9BTM1
23765	Q9Y4G8
52294	P04233
2265	P49748
25697	Q53SF7
14062	P10412
63763	Q7Z406
58417	P20339
13110	P28482
2851	P15814
58662	P09848
621	Q8TF40
34884	P61254
9778	P0DMV9
54245	P17948
60731	P01023
58127	P02741
62283	P51888
52442	Q9H9B4
28766	Q96D70
31036	P68032
9143	P30622
63643	P01892
48746	P35247
28859	Q7Z7D3
56876	Q16853
33541	Q96T76
58404	Q96ND0
29798	P54577
8508	Q9UJW8
62062	Q9Y6R7
45898	Q5JWR5
7021	O95433
53918	P10176
47786	Q8IUX7
13372	Q16181
35310	Q9NVE5
25066	Q13885
3040	Q9Y365
2868	O75159
8314	Q95365
5715	Q9Y2X8
30130	Q6DKK2
29181	P0DI82
46861	P12111
12125	O00303
41859	Q9Y2D5
38056	Q7L7X3
45372	O15519
10124	Q86WA8
12716	P49368
13635	P33240
27167	P12236
57280	P01859
11315	Q13163
13702	Q58FG1
32513	O15438
613	P17066
20976	P80511
31674	Q93052
4467	Q9BYX7
5395	P07900
1867	Q14141
61521	Q9P0Z9
44077	P67936
5227	Q14011
37509	Q9C0C7
12431	Q8IXM2
52878	P26006
23316	Q9NQW6
34555	Q6XZF7
59071	A0A0A0MS15
59932	Q01813
2377	P32456
42104	Q9H1E5
33844	P15848
39543	Q9BQI3
48051	P07355
63	P46109
63468	P13611
20795	P41970
13078	P21926
38917	P42224
2425	Q9BTV4
41485	Q9H9B4
60365	P13727
34120	Q9Y240
1322	P02655
24185	P63104
43471	Q9H4A3
2787	P16333
48737	P17066
14455	Q02750
50417	P07148
56267	Q15046
42583	Q14094
45381	P23458
21120	P05067
35280	Q14894
8508	Q8N2I2
7821	Q13496
22432	Q99759
33467	Q9BUT1
60651	P10451
1038	P17516
62975	P28827
35887	P11509
58968	Q13332
2215	Q9H2Y7
30802	P49815
50700	Q99878
23106	Q9UH99
45600	P06280
49182	P00747
48437	P01762
19422	Q9Y5K3
61739	P55795
10328	P18465
47152	Q08ET2
41635	Q14508
9188	Q9UID3
16225	P35968
21495	P0DN76
62770	Q30134
54887	P0DJD9
1079	O60506
57674	P02765
18994	Q71UM5
22566	Q9H251
27641	P62906
54594	P62805
61565	P30153
18134	O75923
62027	Q9BYX7
46476	P30622
56583	P10909
1457	P43004
37978	P51003
40730	P21359
25049	P68032
55976	Q9NZP8
15500	Q96DZ5
46392	Q9HAV4
23953	P39656
53529	P04844
26220	P52701
23082	Q9C0F0
61128	O14602
882	P40305
42357	Q9Y490
11972	O60684
17588	P38606
17414	Q5T1J5
30233	Q03169
55653	P20671
16704	P10321
13920	P98196
60585	P69891
54637	Q8NFI4
35144	P09210
44911	Q9P2Q2
53027	P61009
1641	O00231
19655	O15123
61453	Q96BI3
19457	P30042
11636	Q9H1Y3
41548	Q15904
54805	P16403
41289	P31415
34069	Q9UKL0
5880	Q9BVG8
5614	P07203
4020	Q9C0B5
40400	O60337
7289	Q5JWR5
48822	P0DOX5
18032	P21333
44305	Q9NUQ8
30226	P18085
8154	O00170
24016	Q15349
8833	P08910
54987	P0DOX8
49969	P12814
36858	Q92831
45180	Q13418
54671	Q9HCN4
41607	A8MUH7
61584	Q96KP4
3181	Q8IZC4
23720	A6NNZ2
44569	P43307
54081	P16401
13025	Q0VAM2
6409	P12074
43472	Q9ULH0
41941	Q99758
48088	O94855
1635	Q14247
6255	Q719H9
51584	Q96JQ0
3006	P04040
31511	P42167
42392	Q12766
9470	O15438
6474	P98160
57610	O75094
45587	Q5H9R7
38251	Q6PD62
37278	P16157
46202	Q9Y2D2
63689	Q7L7L0
50719	P02730
15663	P49459
19866	O15417
46566	Q9Y4D8
22801	P26599
40906	O94864
48850	P00367
10103	Q5K651
26171	P68104
715	O75533
3106	Q9NV58
15378	Q969X6
22885	Q13415
9553	Q6DD88
18995	Q7L576
7598	Q9UK12
30907	Q9NUA8
63371	P30457
59317	A0A0C4DH42
58247	P08697
58833	P49757
17307	O00160
22151	A5PL33
57495	P19320
33112	Q9NWX5
54018	P30153
48108	P53396
46982	P62316
44889	P24752
8508	O43309
47506	P32969
57781	P01031
2264	P30492
8375	P0DMV9
14928	P21399
1572	P69905
19719	P55055
44958	P07948
61578	Q9H0R4
14500	O75643
16223	O95714
41435	P52630
53628	P57053
57249	P0CG04
48541	P18463
2226	O95503
43287	O94804
8792	O15270
27863	P55769
54165	P04406
33991	P33992
35038	Q9ULZ3
44192	Q15233
1922	Q13043
49441	Q99623
58070	P00450
48713	P18464
48965	P06727
60883	Q8NBZ7
41783	Q13332
29739	P52630
51099	Q9Y277
59737	Q6S8J3
52506	P16066
37103	P29401
57711	P28062
27034	Q8WU10
40836	P45973
14988	Q9Y4G2
48460	P21333
10221	O00487
30251	P08729
31823	Q9Y6Q1
34222	Q99062
24512	Q99624
21913	P08631
52991	P01903
25176	P11142
6733	P11926
15535	Q13084
62653	Q9NRW1
16704	P30483
63633	P55011
30363	Q9Y4C8
1064	O00391
53710	P26572
18841	Q5TC12
61464	Q9Y5Y7
60521	P00558
45516	Q9Y5B9
26903	Q92621
21744	Q8TEU7
32206	Q9BZF1
19778	Q53GG5
38013	Q13315
41814	Q9BYX2
4057	O15519
5891	Q96HU8
38841	P63267
27449	Q14204
61718	P11766
54538	P07585
13559	P00491
31872	Q99828
25136	P69905
469	P30486
8508	Q8WXB4
56674	O00214
53599	P02042
22254	Q8N1G1
37504	Q63HM1
4169	P33778
57801	Q8WUA8
18274	Q2M2I8
12371	Q2M3G0
43739	P05107
6588	Q6ZTB9
12193	P30679
50547	Q8WWA0
39608	Q96SB3
44935	Q9UPN7
12637	A4D1B5
45437	Q8TCU6
649	Q86WA8
16459	Q14032
25394	O00401
17605	P31939
47737	P23229
55840	P50897
45929	Q9NRA0
59691	P08218
59671	P04004
50355	P0DMN0
37557	P56199
62509	P35241
17666	P17931
43451	Q9UP83
12820	P56524
54294	P30520
59090	P02748
27699	P62807
61823	P29401
51770	P02671
44398	Q9UKX2
9825	P30484
50209	Q9NZ45
19044	P35503
39947	O00214
54665	P26038
35692	O15020
7023	Q6P2E9
40406	P40818
25547	P07437
7169	Q13838
40787	P68032
2314	P30447
14702	Q6PL24
28887	Q8N594
13026	O60243
43980	Q92508
63262	A8K7I4
56369	P62277
4001	O15050
45848	Q99584
11319	O00507
57112	P62736
106	P14649
52691	Q96MV1
63700	P62851
60399	P23528
28523	Q96D09
27653	P00374
43235	P67809
15023	P52789
54516	P50990
31185	Q15642
31299	Q9UIA9
30756	Q8IXV7
30894	Q9P2K6
28757	P12111
15542	O43242
56186	P13797
3164	Q14644
57755	Q92542
47989	P27816
51775	P04114
60469	P02649
19303	O60493
41767	Q8IWV8
38847	P49327
37421	O14787
8647	Q01813
13678	Q15366
12154	P63261
26729	Q9BV19
64022	P05141
52184	P16444
3050	O14974
5149	Q8NBQ5
1022	Q9NVW2
15986	Q9UIG0
10659	Q9ULT8
27200	P16190
15664	P58876
63670	P27695
55903	Q16777
63123	Q9P2S2
29057	O43709
30973	Q9Y605
16597	O95976
2549	Q14980
57112	Q562R1
26134	Q7L3B6
47628	A0A539
25049	P62736
47449	Q8IZY2
11721	O14646
2418	P04217
29717	Q9H9S3
3529	P06899
48285	Q9UGM3
7887	Q09472
41714	P0DMR1
63615	P02778
40470	Q9Y3I0
11230	Q8N1F7
38644	Q9UMS6
53541	P46779
42033	Q96TA2
9341	Q92608
33006	Q86WI3
6653	O00170
41773	P30419
23536	P50226
35675	Q9NR09
51883	P01024
11033	P0C7P0
18341	P30479
2389	P30464
55481	Q99880
47486	P49736
18334	P48443
47199	P13667
20338	P01857
32129	P30490
2086	P46379
53724	P42702
33410	Q13835
17548	P23381
48869	P0DP03
50359	Q6NUT3
26371	P16189
9181	P15538
60853	O00754
36337	Q9UGU0
11321	P62736
7225	Q9Y5B8
15460	P14921
30231	Q3MIR4
11732	Q15043
8572	Q9HBE1
47175	Q8N201
24051	P30039
31914	Q9Y5M8
24310	Q92575
13481	Q96S59
29737	Q9Y490
62958	Q14515
27166	Q9NRZ9
26595	P40238
1113	P62241
32550	Q6IN84
30390	Q9Y4F5
49871	P62891
62446	O75197
28539	Q9Y487
57355	Q29865
12521	Q9BUJ2
34935	Q8IWB7
41889	O95977
6588	Q9BUY5
39124	P02545
1632	O60266
30223	Q9P2J5
60239	P27144
20889	Q5JNZ5
22089	Q96LX7
51764	P02452
25349	P05534
29282	P12081
25545	P16066
4467	A5A3E0
10252	Q29718
60363	P02787
39901	P62987
52804	Q9UBQ7
23644	Q13148
26439	P48200
13854	P14618
20850	Q5T0D9
17224	P62854
272	P18464
28571	P24298
2591	Q86W56
7598	Q5TEC3
16742	P04003
16704	P30462
24196	Q9BVA1
11404	P18283
42052	Q15293
25344	O60238
58902	P42702
46807	P49756
29813	Q92945
26019	Q5T9L3
61462	P98164
28913	P52948
29770	Q14651
47704	Q9GIY3
56389	Q16853
53871	P25705
22806	P33241
63749	P30479
2918	O75592
549	Q96QU8
35790	Q9H5V7
52978	Q8N5G0
56011	P19971
21419	O60896
4238	Q9H490
7849	Q8N3X1
60532	P23141
24579	P30495
977	P61204
34764	Q9HBL0
33466	Q13188
44258	P35398
24731	Q9NRD8
43098	Q9NUQ8
31936	P62140
55903	P0C0S8
28456	Q9NZN8
58985	P06733
35580	Q9UQN3
736	P60981
2973	Q9Y4A5
35463	Q5VZ89
9461	P30279
27924	Q14CX5
21823	P19105
4156	O94805
36189	Q96GZ6
39221	P18464
24114	P68363
26345	Q6F5E8
25896	Q8N264
1599	Q9Y4D7
43341	Q96RT8
182	Q9HC98
35138	Q6NUN9
59141	P38571
48829	A0A075B6S6
29262	Q8IZU8
46670	P22415
18436	Q9NYL9
30440	P47870
46304	P46939
44104	O94921
52784	P27338
53060	P02753
12657	Q8N9I5
20728	Q14432
36075	Q12830
47733	Q7Z3Y7
24432	Q96QK1
17936	Q5W0B1
20749	P14625
1	P68032
30129	Q5SRE5
54406	Q8NHW5
8289	O94979
1404	P42356
24079	Q5T8D3
47633	Q5R3I4
8508	P52742
57611	P00740
47251	P02768
30885	P62491
33445	P46109
59947	P02786
1906	Q5TDH0
23574	P15311
12584	Q2VPA4
37537	Q96KV6
19426	Q14141
15639	Q9NQX3
28659	O95602
28564	Q9Y2K3
37759	P62424
8214	O00116
17274	P49327
27048	Q8IY63
25656	Q9H254
48986	P10316
17812	Q9NW82
44804	P08581
8348	Q9Y6N5
46011	Q9Y320
54648	P98164
64130	Q9BZJ3
54292	P61586
33181	Q92619
30073	P08708
47434	Q9TNN7
3921	Q29RF7
316	Q96BA8
56457	O60245
53958	Q99519
44355	Q13443
3020	P11142
33048	Q9Y6D5
46410	Q00613
41169	Q14392
178	P08195
36519	Q14956
63942	Q9GZU1
37179	O95864
28844	P40926
53902	P16671
29832	Q9UHL4
59243	Q9BZQ8
7756	P46940
47525	P43405
27922	Q5VWQ8
57930	P02679
32212	P56545
9309	Q15155
30783	P36544
21147	P11274
43423	P26232
29315	Q9BV87
49962	Q92673
58780	P30740
63989	Q96A49
13660	Q04656
3935	Q9BVK2
49955	O14880
57648	P07686
19432	Q99973
28940	Q9H227
8296	Q8IY37
25411	O75150
45252	P04114
38841	P0CG39
7412	Q8NF91
48295	Q15582
26718	Q15149
63245	P69905
14471	Q13127
61317	Q9H0R4
1917	O95793
29211	Q96A54
49000	P01024
42061	Q01082
6175	Q9ULG6
58776	O75146
23635	Q13813
22971	P60985
23424	Q15084
44629	Q9UHY8
12651	P12814
33475	Q92597
28088	Q9H2P0
23261	Q8WZ42
16007	Q15018
57359	P13639
20305	Q13813
5893	Q9C0B6
5789	P63267
58817	P0DMV9
43148	Q9H9L4
